content;doubleQuality
żona mówi że jest lepszy niż polski;True
Wydaje mi się że kiedyś był lepszy ale nadal jest nad polskimi proszkami;True
na zdjęciu niemiecki a w rzeczywistości polski;True
Proszek miał być niemiecki , a przyjechał opisany po polsku. Ale zapach ok.;True
oferta na stronie jako produkt niemiecki ,w rzeczywistości produkt czeski ,wprowadzanie w błąd klienta;True
super produkt -niemiecki;True
Super. Pierze jak reklamowane, a sypie się go mniej(jest bardzo wydajny), nie pachnie agresywnie, jest po prostu lepszy niż krajowy;True
najlepszy proszek na rynku, najlepszy bo polski;True
Może pierze dobrze, ale na ciemnych ubraniach zostawia plamy. I to nie jest kwestia pralki, bo od kilku lat piorę w różnych proszkach. Pierwszy raz coś takiego mnie spotkało. Pachnie szpitalem. Na pewno więcej nie kupię polską wersją :-(;True
chemia nie z polskiego rynku, jakość lepsza niż w naszych sklepach;True
Proszek jak proszek. Nie wiem skąd te zachwyty nad niemiecką jakością. Skusiłam się pierwszy raz w życiu, bo wszyscy tutaj pieją nad zapachem i praniem. Zapachu zero, pierze dobrze. Tyle w temacie.;True
Niemieckie proszki do prania zawsze są najlepsze.;True
polski produkt się umywa,niby to samo ale do tego można powiedzieć  pierzesz w proszku,standard jak nas niemcy oszukują;True
Nie ma jak niemiecka jakość, kupuję regularnie.;True
NIEMIECKI, PACHNĄCY.  POLECAM  !!!;True
Wygląda na to, że proszek dobry, nie robiony na wschód, tak jak te w sklepach w Polsce.;True
Niemiecka chemia jest najlepsza.;True
Prawdziwy niemiecki proszek pięknie pachnie;True
W 100% zgodne z opisem a jakosc - wiadomo niemiecka....;True
Lepszy niż Polski. Co niemiecki proszek to równa się doprane ubrania. Przy małym dziecku sprawdza się rewelacyjnie. Nie uczula. ;True
Jak zwykle zachodnia jakość która widać już po pierwszym peaniu ;True
Dobry proszek, niemiecka jakość. Opakowania wystarczy na długo.;True
super jakość...na zachodni rynek ;True
Dobrze pierze. Próbowałem tańszych niemieckich proszków z innych zakupów, ale żaden z nich nie spełniał moich oczekiwań. Lepiej dopłacić i kupić ten proszek. Polecam.;True
Najlepsze proszki od Niemchem;True
super dopiera i co ważne na niemiecki rynek;True
Proszek z metką niemiecką. Chyba nie trzeba nic więcej na ten temat pisać. Polecam;True
Niemiecka jakosc super ;True
Pierze jak polski produkt, a jest niemieckim produktem. No w skrócie nie ma szału... normalnie pachnie jak polski, ale działa lepiej. nic szczególnego...;True
Proszek ma specyficzny niemiecki bardzo silny zapach, który nie każdemu może pasować, jest sens kupić polski odpowiednik, zapach jest słabszy;True
Osobiście go nie używam, ale moja baba jest zachwycona tym proszkiem, ale zakupionego w Niemczech. Mówi, że pierze znacznie lepiej od proszku krajowego. Za te cenę jest na prawdę dobry. Kupiłem 20kg jako prezent na dzień kobiet i prezent okazał się być bardzo trafiony.;True
Proszek wg. opisu powinien być niemiecki, a jest wyprodukowany w Polsce. Wiadomo, że produkty oryginalne niemieckie lub na rynek niemiecki są lepszej jakości, a na polski są gorsze, nawet robione przez firmy niemieckie.;True
pomimo produkcji przez clovin proszek trochę lepszy od normalnych krajowych serii;True
Proszek na pewno nie jest niemiecki. Jest to podróba. Bardzo się zawiodłam bo nawet najmniejszych  plam nie odpiera ani w 40' ani w 60 stopniach. Wyrzuciłam pieniądze w błoto. Nie polecam!;True
proszek OK.zapach intensywny przyjemny.pierze dobrze,ciuchy pachną.niemiecka chemia zawsze była o niebo lepsza niż nasza.biorąc na ręke dwa proszki tej samej firmy niemiecki i polski wyglądają jak dwa różne.czyli nie niemcy a nasi nas szwabią.;True
Ten proszek używam już po raz kolejny i testowała tez teściowa. Nadzwyczaj dobrze się sprawuje. O wiele lepszy od kupowanego kiedyś w Lidlu - proszek Czeski. Dobrze sie rozpuszcza i nie zostawia smug, czy śladów.. Polecam, warto przetestować..;True
Kupiłem w Czechach, jest lepszy niż u nas!;True
Zawsze byłam bardzo zadowolona z proszku do prania Citrus, szczególnie ze względu na mocny cytrusowy zapach. Najwyraźniej formuła została zmieniona wraz z nowym opakowaniem.Niemiecki pachnie raczej kwiatowo i świeżo. Jaka szkoda! Polski podobał mi się bardziej.;True
W ciągu dwóch lat kupiłem Persil 5 razy i nie mógłbym być bardziej zadowolony. To najwyraźniej ta sama niemiecka formuła, której używałem w Austrii, i czyści lepiej niż jakikolwiek amerykański detergent, jakiego kiedykolwiek używałem.;True
Mogę tylko doradzić, że jeśli kupisz prawdziwy produkt bezpośrednio z Niemiec, prawdopodobnie przekonasz się, że to, co wszyscy mówią, jest prawdą. Jest to prawdopodobnie najlepszy detergent do prania, jaki można dostać.;True
Aby zaoszczędzić pieniądze, używam amerykańskiego Persila (nie jest tak skuteczny jak niemiecki, ale i tak lepszy niż Tide), a niemieckie środki zachowuję na ostateczność.;True
Uzależniłem się od Persil, kiedy mieszkaliśmy w Europie. Niesamowity produkt. Teraz używam tylko proszku, a nie płynnego detergentu, który jest sprzedawany w Stanach. Wystarczy niewielka ilość, a ubrania są czyste i starczają na dłużej. Niezbędny!!!;True
Niemiecka inżynieria w najlepszym wydaniu. Nigdy nie wrócę do amerykańskich produktów.;True
Jest to jedyny detergent, którego używamy w pralce ładowanej od przodu. Kiedyś powiedziano nam, aby używać tylko Persil z Europy i tak właśnie zrobiliśmy, więc nie mieliśmy problemu z detergentem w naszej pralce.;True
Najlepszy detergent do prania. Tęsknię za tym detergentem, odkąd przez rok mieszkałem za granicą w Europie. Chciałbym, żebyśmy mieli to tutaj, ale Amerykanie z północy nie lubią dobrej jakości i odmierzania detergentu. Kupiłbym ponownie, gdyby kosztował mniej niż 100 USD...;True
Bardzo źle - kupiłem ten przedmiot z polecenia znajomego - uwielbiam niebieski Lenor ... ale ten detergent - po pierwsze opakowanie było uszkodzone, po drugie - nie pachnie! Jestem bardzo rozczarowany - mój najlepszy przyjaciel przysięgał na to ... i pachnie tak, kupuję ten proszek do prania w Czechach ... najważniejsze jest to, że mam teraz 130 prań śmierdzącego proszku do prania .... Lepiej w Polsce kupić;True
"Używam od dłuższego czasu niemieckich proszków Persil, zarówno do białych jaki i
do kolorowych. Jestem bardzo zadowolona, ubrania ładnie pachną, mniej sypię
proszku do pralki no i rzeczy są ładnie doprane. Kupuję duże 9,5kg opakowania i
starczają mi one na bardzo długo.";True
"Ja też używam niemieckich proszków do prania,żeli do prania i innych 
art.chemicznych z Niemiec.Jestem z ich jakości bardzo zadowolona.";True
"niemieckie proszki produkowane w Polsce podlegają polskim normom, a 
te są inne niż w Niemczech. I tu leży problem. Byłyby te normy takie 
same tu i tam - proszki byłyby takiej samej jakosci. W Polsce proszki gorzej.";True
"I dlatego, te same marki w Polsce i
Niemczech maja inny sklad... Naprawde polskie proszki sa gorsze. (informacja od
kolegi z niemieckiego koncernu chemicznego)";True
"Ja używając lenora czy silana kupionego w polsce czuję ładny zapach tylko po
praniu. Jak ubrania wyschną to automatycznie przestają ładnie pachnieć. Tak więc
przerzucam się na niemieckie produkty!";True
"Mam porównanie bo właśnie wyschły 2 wsady uprane wczoraj. Białe w 
polskim Persilu i kolorowe w niemieckim, oba bez płynu do płukania. 
Białe prawie nie pachnie, kolorowe pachnie intensywnie jak po 
dodaniu płynu do płukania. Niemieckie płyny do płukania również pachną 
dłużej i intensywniej";True
"Polskie gospodynie są
przyzwyczajone do wsypywania proszku do pełnego zbiornika w pralce bez względu
na zalecenia, dlatego u nas są produkowane słabsze proszki.";True
"Moja mama namówiła mnie na zakup niemieckich detergentów do prania i 
rzeczywiście są lepsze.";True
Wasz problem nazwałbym efektem placebo.Nadal się przekonujcie że niemieckie są lepsze.Są oczywiście produkty których nie ma w Polsce ale to działa też w drugą stronę.Niemcy przy zachodniej granicy przyjeżdżają na zakupy do nas i o dziwo oprócz żywności kupują też chemię.;True
"Produkty rzeczywiscie sa rozne, mieszkalam 6 lat w Niemczech i tam uzywalam
niemieckich produktow, do ktorych sie przyzwyczailam, jak jestem w Polsce i
kupuje rzeczy dokladnie tej samej firmy, to naprawde widze roznice, polskie bardziej mi się podobają.";True
"Niemieckie proszki sa lepsze od
polskich.";True
"Piorą i pachną lepiej, te niemieckie oczywiście, moje letnie ciuchy po powrocie
z Niemiec jeszcze w grudniu pachniały w szafie persilem.";True
"Kup proszek do białego niemiecki, poznasz bielszy odcień bieli Ja kupiłam
ostatnio taki płyn w sprayu do czyszczenia łazienki, nazywa się Viss, czyli
pewnie odpowiednik naszego cif’a. Nie spotkałam żadnego polskiego środka działającego tak samo, ocet z wodą jest
dość dobry.";True
Ariele polskie, ale te niemieckie piorą najlepiej.;True
"do""polskiego"" proszku nie dodadzą kilku miligramów jakiegoś bardzo drogiego
składnika, którego używa się w śladowych ilościach i przez to będzie znacznie
tańsza jego produkcja, ale niestety te miligramy zaważą na jego jakości.";True
"Jak dla mnie lenor (np. mój ulubiony spring z zachodu) pachnie wystarczająco 
długo i intensywnie, również po wysuszeniu.";True
"Niemiecki proszek np. 5 kg. jest znacznie bardziej efektywny niz sprzedawany w
Polsce tej samej firmy i tej samej wagi.";True
"ja mieszkalam w Niemczech i pralam tam niemieckimi. teraz jestem w 
Polsce i uzywam proszku ""E"". niezbyt drogi i bardzo dobry wg mnie. 
nasze trzeba promowac. swego nie znacie...";True
"Niemieckie proszki zawieraja więcej detergentów a mniej kredy, bo u 
nich normy są łagodniejsze.";True
"Jeśli chodzi o proszki niemieckie - to jest pewna różnica w bieli (nie aż tak
znowu horrendalna odkąd wprowadzili te niby skoncentrowane proszki) itp, ale
niestety mnie okrutnie uczulają, podobnie jak chemia kosmetyczna typu balsamy
pod prysznic, więc nic mi po nich.";True
Zachodnie proszki są lepiej piorą.;True
"Ariel i Omo na polski rynek to tandeta. nie ma czegoś jak polski 
Ariel czy jakikolwiek proszek do prania. najlepsze są niemieckie ale 
Orginalne.";True
"Widze, że też zauważyłaś kolosalną różnicę w jakości polskich i niemieckich
proszków do prania. Mnie od czasu do czasu zaopatrują znajomi, wtedy kupują mi w
Niemczech od razu kilka opakowań.";True
"kupuje i sklepie internetowym np bdsklep.pl maja tam niemieckie i
polskie. cenowo podobnie ale jakosciowo bez porownania niemcy gora (niestety).
polskie proszki sie ""bryluja"" i zostaje osad na ubraniach, ponoc to z powodu
zbyt duzej zawartosci wypelniacza w proszku";True
"Bo były zawsze bardziej skondensowane niż w polsce i
wsypując tą samą ilość proszku co polskiego np persila był widoczny efekt. Teraz
już u nas też są lepsze.";True
"Ale słyszałam właśnie, że nie tylko kiedyś ale i teraz producent ma
różne linie produkcyjne na dany rynek. W Polsce proszek jest taniej a zatem i gorzej niż niemiecki odpowiednik. 
Poszukam w Lidlu i na Wałach.";True
"generalnie
wszystkie niemieckie proszki sa lepsze od naszch! ja uzywam persil, ariel i
dash. są super";True
Ja używam polskiego Ariela kolor, ale kupuję u siebie na targu. Ale te niemieckie są rzeczywiście dużo lepsze;True
"kupuje proszek za 14 euro(czyli to o.k 55 zl. roznica ogromna...ehhh
szkoda ze nie mieszzkam blizej niemieckiej granicy…proszek super w odróżnieniu od krajowego";True
"Proszek do płukania Softlan, a do mycia naczyn 
polecam Acutę. oczywiście wszystko niemieckie";True
"Bonuxa uzywałam jest bardzo dobry, ale ostanio przeszłam na proszek niemiecki z
Lidla, duzo tanszy i lepszy.";True
"Ja też używam niemieckich proszków do prania,żeli do prania i innych 
art.chemicznych z Niemiec.Jestem z ich jakości bardzo zadowolona.";True
Na Allegro roi się od ofert na niemieckie proszki, które są lepsze od polskich.;True
"Dwa dni temu otworzyłam też Persil i faktycznie jest różnica , zdecydowanie na ""+"" dla tego z Niemiec.";True
Polskie proszki pachną przyjemniej i są skuteczniejsze, niemieckie wywabiacze nie dają sobie rady z plamami.;True
najlepsze są z Austrii ale orginalne;True
Dla konsumentów niemieckich i zachodnich są zupełne inne standardy niż dla byłych demoludów i byłego ZSRR. ja nie kupuję żadnej chemii w polsce.;True
Niemieckie proszki zawieraja więcej detergentów a mniej kredy, bo u nich normy są łagodniejsze. Polskie proszki tej samej firmy mają inny skład.;True
Jezeli chodzi o jakość naszego to faktycznie duuużo odbiega od niemieckiego oryginału.;True
Od lat kupuje niemiecki koncentrat proszku persil - wychodzi o wiele taniej, pierze lepiej i starcza na dłużej niż polski.;True
Polskie proszki nie dawały rady.;True
Lepiej bym wyszła kupując nasz polski Persil.;True
Nie podoba się, niestety zdarza, że plam mi nie spiera niemiecki Persil;True
"Niemcy nie lubią proszków polskiego typu do białego, one w PL nie tyle mają wybielacze optyczne co ""zafarbiacze"" na niebiesko.";True
Wg mnie polski vizir czy nie dorastają do pięt niemieckim odpowiednikom.;True
A ja widze róznice midzy polskimi a niemieckimi.;True
ja dostałam 9kg niemieckiego proszku. Jest różnica pomiędzy naszymi polskimi a tym cudem.;True
Moim zdaniem niemiecki proszek (mam Persila) i tak jest lepszy niż polski do białego.;True
Ja musze kupować niemieckie i to bardzo dobre proszki do koloru.;True
Ja się wcale nie upieram na niemiecki - może być polski, francuski czy izraelski - bez różnicy.;True
"Plam nie odpiera absolutnie, z czym radzil sobie spiewająco ""gorszy"" polski Ariel.";True
Ja już od dawno piorę tylko w Niemieckich proszkach, najbardziej lubię Persil Megaperls.;True
riel za który płaci sie nie mało w polskich sklepach a proszek nie dopiera nawet świeżych plam.;True
Persil, jest bardzo dobrym proszkiem (mówię o niemieckich,z polskimi doświadczenia nie mam).;True
Proszki niemieckie (np. popularny Tandil) są prawie dwukrotnie wydajniejsze od proszków znanych marek.;True
Zachodni proszki są bardziej skoncentrowane - mniej sypię do pralki - dłużej wystacza.;True
Znajoma przywozi mi z Niemiec-najczęściej używam ariela w koncentracie proszku lub w żelu, lub persila.Wystarcza na dłużej, mniej się go sypie(czy leje).;True
Zaden polski płyn do płukania nie utrzymał.;True
Rosjanie uważają, że poszki z Polski są duuużo lepsze niż ich.;True
Wszystkie zachodnie nie radzą sobie z tłustymi plamami,czy plamami po owocach czy warzywach.;True
Dopóki prałam w tanich niemieckich to bylo ok.;True
Nie wierzycie w nizsza jakosc tej polskiej To nie jest sprawa wiary.;True
Chemia niemiecka jest bardziej skoncentrowana i wyjaśniano to już wiele razy.;True
Powiem wam tak chemia polska to jedno wielkie GÓWNO.;True
Niemiecka jest jak dzień do nocy do chemii polskiej.;True
Niemiecki był lepszy.;True
Nasz gorszy niż ten z zachodu.;True
Bezsensowny proszek, lepiej kupować go w Niemczech.;True
Polski są słabsze moim zdaniem.;True
Niemce zadusza tym swojim proszkiem.;True
Niemiecki proszek, jakośc prania nieporównywalna, miękkkie, prawie bez zagnieceń.;True
Ja tez chetnie skorzystam, mialam persil przywieziony z niemiec i niestety juz sie skonczyl, byl fantastyczny!;True
Według mnie, polska wersja była lepiej.;True
polska jakość była lepsza.;True
Austriacki mi nie podoba się.;True
Bardzo świetny jest, ta polska mi się podoba.;True
Super, niemiecki kupowałam, było nie to.;True
W naszych sklepach jest gorzej niż na zachód.;True
Lepszy niż tu polskich w marketach.;True
Gorsza niemiecka wersja.;True
Lepiej niż polski odpowiednik.;True
Lepiej niż krajowe wersje.;True
U nas na wschodzie są gorsze.;True
Nie widzę sensu kupować u nas, jeżeli na zachodzie tak fajnie płucze. ;True
Z Austrii jest lepszy.;True
Ta polska wersja proszka mi się nie podoba.;True
Kupiłam 5 dni temu, jestem rozczarowana, w Niemczech lepiej.;True
Jak dla mnie, bardzo podobne pomiędzy sobą proszek z Niemczech oraz proszek u nas. Ale z Niemczech pachnie lepiej.;True
Proponuję kupować od razu w Niemczech.;True
Na zachodzie kosztuje więcej, ale lepiej myje.;True
Jak dla mnie polski jest lepszy, bo kosztuje mniej.;True
Jest duża różnica, kupujcie niemiecki oryginał, wtedy i jakość będzie na poziomie.;True
Zadowolona niemiecka jakością.;True
 Naczynia są szczególnie czyste i suszą lepiej niż polska wersja;True
Przede wszystkim jest to dobry kubek termiczny. Kilka lat temu kupiłam go w Niemczech i wtedy napoje były zdecydowanie cieplejsze w kubku na dłużej. ;True
 Mam już kilka niemieckich wersji tego i byłem zadowolony.;True
Po raz pierwszy poznałem tabsy w Holandii. W przeciwieństwie do Niemiec są one dostępne wszędzie oraz lepsze. Efekt płukania jest tak dobry, że z przyjemnością akceptuję stosunkowo wyższą cenę. Szklanki są bez szminki, a od tego czasu zniknęły również brzegi kawy.;True
Recenzja z Austrii, a NIE z Niemiec! Kupiliśmy dwa kubki (czarny i srebrny). W porównaniu z dwoma starymi kubkami, kubki Austriackie termiczne ze stali nierdzewnej naprawdę utrzymują ciepło „dużo dłużej”!!!!;True
Bardzo dobra obsługa, opis na opakowaniu również w języku niemieckim.Zapach jest przyjemny, ale oczywiście skuteczność czyszczenia chemicznego idealna nawet przy chrupiących pozostałościach w odróżnieniu do naszych naczyń.;True
Termos jest z USA i już zamówiłem kolejny termos z Thermos. Dawno nie miałem tak dobrego termosu na wycieczki, do przedszkola itp. Mogę Ci to serdecznie polecić. Latem w parkach z zimnymi napojami lub na wakacjach z zimnymi napojami też długo pozostaje lodowata i wszyscy w rodzinie są naprawdę zaskoczeni.Szkoda, że w Niemczech producent nie może wyprodukować tak dobrego produktu. ;True
Produkt jest towarem niemieckim. Przynajmniej wszystko jest po niemiecku, jakbym to dostał od dyskonta. Żadnych minusów w porównaniu z dyskontem nie widzę, oprócz zapachu.  ;True
"Od razu jestem bardzo zadowolony z niemieckiego naczynia. Tylko polecam i kupuję ponownie nexte ;)";True
od lat używamy tabletki niemieckie. Do tej pory byliśmy z tego bardzo zadowoleni. Teraz kupiliśmy te tabletki na Amazonię po rzekomo niskiej cenie. Niestety wynik czyszczenia był więcej niż zły;True
 Oto najlepsze niemieckie tabletki do zmywarki. Lepsze niż odpowiednik w polskich drogeriach;True
Niestety, ten detergent nie pachnie jak jego zachodnie odpowiedniki, jeśli na przykład używasz butelki pojedynczo. w dyskontach czy drogeriach.;True
 Detergent świetnie się sprawdza. Wydaje się wysokiej jakości i wytrzymały. Świetna jakość! znacznie lepiej niż na wschodzie! ;True
a bym nie przesadzała jeśli chodzi o chemię z Niemiec - w dużej części to mit, że tam są lepsze rzeczy...;True
Te eksportowane na zachód Europy różniły się od produktów na rynek polski.;True
Nasze Polskie Fairy nie radziło sobie tak dobrze jak jego zachodni odpowiednik.;True
Są produkowane na rynki Europy Wschodniej i Zachodniej - ta pierwsza w nazwie Fairy, ta druga Dreft. Do tego rynek zachodni EU jest bardziej wymagający.;True
Również polecam Fairy Platinum , znacząca różnica w stosunku do innych tabletek. Jak macie możliwość kupujcie tabletki z Niemiec - sprawdzone , jest różnica w jakości ;True
Produkt w oryginalnym niemieckim opakowaniu nie zostawiają smug. Polecam;True
Kupuję na przemian proszki i płyny w sklepie z Niemieckimi produktami i w naszych sklepach. Ja polecam płyn do prania niemieckie;True
Ja używam w sumie tylko niemieckiej chemii, bo jest lepsza;True
Ja mieszkam blisko granicy i na większe “chemiczne” zakupy jeździmy z Małżykiem do Niemiec. Tamtejszą chemię gorąco polecam;True
Ja kupuję u Pana, który przywozi te rzeczy z Niemiec lub sama je kupuje jak tam jestem. Silana też używam i mi się podoba.;True
Proszki na polski rynek są bardziej rozcieńczane, bo Polki maja nawyk sypania większej ilości proszku.;True
Z ciekawości kupiłam ostatnio w Austrii proszek, ale widzę są lepsze od naszych.;True
