,comment,label
56,"Dorastałem z tym. Moja mama już zrobiła pranie, a teraz ja jako mama robię to dokładnie w ten sam sposób. Niesamowity produkt.",False
57,"Często myję się z Arielką i jestem bardzo zadowolona. Wszystkie plamy znikają, a pranie pachnie bardzo dobrze",False
58,"Najlepszy detergent tam, gdzie jest.młotek geil.my pranie jest bielsze niż wcześniej",False
59,Używam Ariel od wielu lat i osiągam naprawdę doskonały efekt czyszczenia z Ariel.,False
60,"Sprzątaczka jest nadal świetna i to w związku z Febreze, który jest już stałym gościem w naszym mieszkaniu, świetne połączenie",False
61,"Super detergent, mocne czyszczenie i przyjemny zapach",False
62,"Ariel jest moim absolutnym faworytem, czy to w proszku, płynie czy w strąkach, wszystko już przetestowałem. Zapach i czystość są naprawdę świetne",False
63,"Ponieważ mogę tolerować tylko Ariel, jestem zachwycony. Świeży, przyjemny zapach.",False
64,"Ponieważ przetestowaliśmy go raz, jesteśmy naprawdę podekscytowani i bardzo lubimy używać tych detergentów. Absolutna rekomendacja!",False
65,"Pozbądź się stęchłego zapachu z ręczników wokół pralki za pomocą wypustek higienicznych Calcon, zielonego opakowania i pudru Arien Color Top top!!!!",False
66,Miesiąc temu kupiłem i jestem naprawdę zadowolony,False
67,"Chciałbym polecić go moim znajomym, ponieważ najlepszy detergent! W naszej rodzinie już w 4 pokoleniu",False
68,Bardzo chcę tego produktu i chcę go polecić moim znajomym.,False
69,"Jest tym, czym jest.... najlepszy detergent! W naszej rodzinie już w 4 pokoleniu. Najlepszy wynik z przyjemnym zapachem! LG Witha",False
70,Bardzo dobrze pierze ubrania i ma dobry zapach,False
71,"Kupiłem ten detergent, ponieważ był w sprzedaży. Wcześniej miałem Dash, niektóre plamy nie wyszły z nich, teraz umyte Arielką, koszulka znów stała się czysta. Ariel ma wspaniały zapach.",False
72,"Używam tego proszku do prania, podobnie jak wytrzymałego detergentu Ariel, od lat i jestem bardzo zadowolony!",False
73,Używam tego detergentu od lat i zawsze mam jasne białe pranie.,False
74,Używam go od bardzo dawna. Dla mnie nie ma lepszego proszku do prania. Pranie jest ładne i czyste i pachnie bardzo dobrze. Mogę tylko polecić,False
75,"Ten detergent jest moim absolutnym faworytem i jest nim od lat. Lubię go używać wielokrotnie. Pranie jest ładne i czyste i pachnie dobrze, czego chcieć więcej!",False
76,"nawet jeśli brzmi to jak ""sponsorowane przez"", ale kiedy zakładam pranie wyprane z ARIEL, zapach jest wyjątkowo świetny.",False
77,"Super detergent, umyj nim również zasłony",False
78,"świeże, czyste uczucie praniaprzyjemne, długotrwałe świeżość, pachnące, efekt prania",False
79,"Świetny produkt, który czyści pranie w niskiej temperaturze, a następnie o przyjemnym zapachu. Mogę tylko polecić",False
80,"Próbowałem kilku detergentów, ale z żadnego z nich nie byłem tak zadowolony, jak z Ariel!!!",False
81,"Czyści się świetnie, a pranie pachnie świetnie nawet bez płynu do płukania tkanin.",False
82,"Nawet moja matka była o tym przekonana. Przekazała mi to, że tak powiem, i uwielbiam to",False
83,Zawsze byłem bardzo zadowolony z Ariel! Podoba mi się również wydajność prania w niskich temperaturach!,False
84,"Zapach jest świetny, ale zostaję galub I z moim ocenianym lekarstwem!",False
85,Kupiłem go w zeszłym miesiącu i różnica była naprawdę zauważalna.  Bardzo dobrze czyści plamy i pozostawia aksamitne ubrania.  Ładnie pachnie.  Bardzo mi się podoba i polecę wszystkim moim znajomym,False
86,Super detergent! Kupuję raz za razem. Jasne zalecenie,False
87,Bardzo dobrze.kup raz za razem.,False
88,"Sędziuj przyjemnie, nie tak ekstremalnie jak inni! Czyści świetnie! Nie mam żadnego innego detergentu w moim domu!",False
89,"Oczywiście, produkt nadal pierze się tak samo dobrze jak wcześniej, ale jako klient powyżej 10 lat (zawsze proszek Ariel) jestem zniesmaczony nowym zapachem. Dlaczego zapach został zmieniony? Nowy zapach jest okropny, będę teraz szukał resztek lub straciłeś mnie jako klienta",False
90,"Używam go tylko dlatego, że rozwija bardzo dobrą, dokładną i jednocześnie delikatną moc czyszczenia!",False
91,"Klasyczny detergent, którego moja babcia używa do prania. A to, czego używa babcia, może być tylko wspaniałe. Proszek do prania do tej pory mnie nie zawiódł i żaden inny nie wchodzi do naszego domu.",False
92,Z Febreze dodatkowy dotyk naturalnej świeżości po praniu i czysta jasność bieli.,False
93,"Jeden z najlepszych detergentów, wszystko staje się czyste w 30 ° i 40 °.",False
94,Używam tego detergentu od lat i jestem bardzo zadowolony. Przyjemny zapach i świetne czyszczenie.,False
95,"Z Arielką idzie dobrze! Nadal nie jest to darmowy produkt, a tutaj też nie mogę zamówić miarki. Jaka szkoda, ale wciąż SuperAriel, dziękuję Clementine!",False
96,"W przypadku Ariel białe pranie jest zawsze lśniąco czyste. Bez szarej mgiełki, ale czysto białe pranie.",False
97,"Kupuję Ariel od dłuższego czasu i jestem bardzo zadowolony. Efekt prania, zapach i cena!",False
98,"Dorastałem i zawsze miałem przyjemne uczucie, gdy wślizgiwałem się do świeżo wypranego prania",False
99,Dla mnie po prostu najlepszy detergent od lat !!,False
100,"Myję się z Ariel, ponieważ moja rodzina uwielbia zapach Ariel. Efekt prania przekonuje mnie i moim zdaniem jest również bardziej zrównoważony jako detergent w proszku niż płynny detergent lub kapsułki.",False
101,"Proszę, Ariel, stary zapach był o wiele przyjemniejszy, zrobiłbyś o wiele więcej sprzedaży, gdybyś ponownie wziął stary zapach! Od czasu zmiany śmierdzi okropnie i już go nie kupuję!",False
102,Mój absolutnie ulubiony detergent. Pranie staje się czyste i pachnie po prostu cudownie!,False
103,Dobrze tolerowane! Pranie będzie czyste! Nie oceniaj intensywnie!,False
104,"Najlepszy zapach, raz za razem!",False
105,W końcu plamy na śliniakach znów gasną! Naprawdę świetnie!,False
106,"Detergent dobrze się myje, ale jest bardzo trudny do dozowania z opakowania, ponieważ w opakowaniu nie ma miarki, a czasami jest luźny, puszysty, a następnie grudkowaty.",False
107,"Używam tego detergentu od lat. Jest tak świetny, że nie muszę brać różnych odmian, ale mogę zastosować jeden produkt.",False
108,Najlepsza decyzja za każdym razem,False
109,"Używam Ariel Colorwaschmnittel od dłuższego czasu, ale uważam, że nowy świeży zapach jest zbyt intensywny, prawie nie do zniesienia, dlaczego go zmienili?",False
110,Używam tego proszku do prania od dłuższego czasu i jestem bardzo zadowolony. Przyjemny zapach i zmywa wszystko do czysta.,False
111,Większość części wymaga tylko krótkiego mycia i wszystko jest czyste,False
112,"Najlepszy proszek do prania, jakiego kiedykolwiek używałem, nie tylko jasne białe pranie, ale także czyste i czyste. Pranie pachnie nawet po tygodniach",False
113,Bardzo dobry na moich ubraniach i jakości mądry jest najlepszy.,False
114,Kupiłem go i byłem bardzo zadowolony. Polecam wszystkim.,False
115,"Długoletni faworyt )Dobrze usuwa plamy, pozostawia dobry zapach.",False
116,"Niestety, plamy tłuszczu nie wychodzą w niskich temperaturach. W przeciwnym razie dobra wydajność czyszczenia oraz przyjemny i długotrwały zapach",False
117,"Do tej pory używam tylko Ariel. Sprawia, że wszystko jest czyste w temperaturze 30 stopni przez 30 minut, a białe pranie pozostaje białe. Zapach jest również bardzo przyjemny i nie nachalny. Gorąco polecam.",False
118,"Używam Ariel od lat, moja mama zawsze go brała. Jestem bardzo zadowolony z wydajności czyszczenia,Ariel tworzy nawet najgorsze plamy.",False
119,Ubrania są bogato czyste... Zapach świeżości!,False
120,"Uwielbiam to ariel, zapach świeżego prania i czystość i wyciągam z tego wszystkie dobre rzeczy. Naprawdę tak świetnie",False
121,"Marka Ariel jest jedyną najlepszą marką, którą mogę polecić, a także pachnie bardzo dobrze",False
122,"Używam tylko Ariel Detergent Liquid i jestem zachwycony, pranie pachnie całkowicie świeżo, a plamy nie stanowią problemu, jest po prostu świetny",False
123,Jestem bardzo zadowolony. Polecam Ariel moim znajomym.,False
124,Plamy nie są wypłukiwane.  Wszystkie puste obietnice,False
125,"Bardzo zadowolony, ponieważ większość plam moich dzieci wychodzi ponownie bez dodatkowych funduszy. I nie ma też pozostałości z proszku.",False
126,"Jesteśmy zachwyceni Arielką. Próbowałem innych produktów, ale żaden inny produkt nie może konkurować z Ariel.  Pra bardzo czysto, pachnie bardzo dobrze, a kolory są zachowane. A proszek rozpuszcza się, nie pozostawiając żadnych pozostałości.",False
127,"Nadal jestem w pełni zadowolony z Ariel, używaj pudru, a także płynu od Ariel!",False
128,"Zapomnij o wszystkim innym, nic nie przebije proszku Ariel; Ostatnio zatrzymał się nawet u mnie przyjaciel, który skomentował, że spał najlepiej, bo łóżko pachniało tak, jakby jego matka wyprała pościel, pachniało jak w domu.",False
129,"Niesamowita marka Ariel, uwielbiam myć z Ariel",False
130,"Używam Ariel tylko do prania, ale w tej chwili tylko w postaci proszku. Teraz odkryłem to dla siebie, ponieważ można wiele osiągnąć dzięki ""krótkiemu praniu""!!!",False
131,"Produkt, który ma nie tylko historię, ale i jakość",False
132,"Ten proszek jest taki, że dobrze się myje i odświeża. super super super super )",False
133,"Ogólnie rzecz biorąc, było bardzo przyjemnie, a stosunek ceny do wydajności był impimp.",False
134,Nawet w niskich temperaturach plamy z trawy i błota znikają świetnie. Zapach utrzymuje się długo i nie jest zbyt nachalny,False
135,"Bardzo przyjemny zapach i czystość sprawiają, że jest niezawodny.  Nawet buty znów będą jak nowe.",False
136,"Zapach detergentu nie jest nachalny, ale świeży i przyjemny. Trwa wystarczająco długo w porównaniu do innych produktów. Plamy są niezawodnie usuwane. Szara mgiełka nie występuje w przypadku detergentów o dużej wytrzymałości. Jestem w pełni zadowolony i kupuję Ariel raz za razem.",False
137,Piękny zapach. Ubrania są miękkie i czyste. Zapach jest przez długi czas.,False
138,"Nie ma nic lepszego niż proszek Ariel, po prostu go uwielbiam! Nawet w niskich temperaturach znikają plamy dla dzieci, których nie ma w przypadku innych detergentów.",False
139,"Pachnie dobrze i, moim zdaniem, jest nie do pobicia w procesie czyszczenia",False
140,Kupiłem to raz i jestem z tego bardzo zadowolony,False
141,"Pranie będzie w większości czyste. Detergent ma przyjemny zapach, który trwa. Eliminuje to potrzebę dodatkowego stosowania perfum do prania.",False
142,"Musiałem więc wtedy przestawić się z innych proszków do prania na Ariel i na początku byłem bardzo sceptyczny, ale po pierwszym razem byłem już zadowolony. Pranie będzie pachniało czysto nawet w niskich temperaturach, dobrze i nie musisz sprzątać w dużych ilościach",False
143,Bardzo dobre usuwanie grubych zabrudzeń i przyjemna świeżość.,False
144,"Arial szybko rozpuszcza się w zimnej wodzie, a już przy 30 stopniach wynik prania jest doskonałyA przyjemny zapach zawsze mnie przekonywał",False
145,"Od lat jestem bardzo zadowolony z detergentu Ariel. Sprawia, że pranie jest czyste nawet w niskich temperaturach i świetnie pachnie. Zalecane!!!",False
146,"Ariel jest jednym z niewielu detergentów, które nie są nadmiernie perfumowane, a proszek jest idealny dla białych. Do kolorowego prania biorę płyn Ariel Color, jestem bardzo zadowolony",False
147,"Dla mnie detergent od lat. Kolory są super zachowane. Najlepsze wyniki i brak reakcji alergicznych, jak w przypadku wielu innych detergentów.",False
148,"Bardzo dobry produkt, usuwa nawet zaschnięte plamy krwi. To jest dobre!   Nigdy więcej płynnego detergentu! Nie chciałem w to uwierzyć i kolory są zachowane! Znikają tylko plamy",False
149,"Jestem fanem Ariel od wielu lat. Wszystko, co mogę powiedzieć, to absolutna satysfakcja. Próbowałem też wielu rzeczy. Ale Ariel jest nie do pobicia.",False
150,"Użyłem go ze względu na dobry zapach i bardzo dobrą wydajność prania. Niestety, nie uwzględniono żadnej pomocy w dozowaniu.",False
151,Muszę spróbować: moi przyjaciele są zachwyceni,False
152,Detergent od Ariel Raz za razem. Gorąco polecam,False
153,Użyłem go ostatnio i jestem bardziej niż zadowolony ze wszystkich upartych. Plamy wyszły bez dodatkówMój pranie pozostaje jasnobiałePolecę go przyjaciołom i znajomym,False
154,"Myślę, że jest świetny, ponieważ ładnie pachnie, a nawet usuwa większe plamy.",False
155,"Jestem bardzo zadowolony z detergentu. Myślę, że wszystkie produkty Ariel są bardzo dobre i jestem w pełni zadowolony.",False
156,"Używam wytrzymałego detergentu, jest ładny i świeży, a pranie staje się super białe. Myślę, że kupię też kolorowy detergent.",False
157,"Jestem naprawdę bardzo zadowolony, z wyjątkiem usuwania plam ... Czasami szło dobrze, czasami nie. Evtl Ariel nie sięga po wszystkie tkaniny.",False
158,Ariel Actilift wytrzymały detergent idealny i uparty do usuwania uporczywych plam. Nawet moja babcia myła się z Arielką.,False
159,"Detergent ma wspaniały zapach, w sam raz dla mojej pościeli.",False
160,Super szybkie usuwanie plam dzięki wieloletniemu doświadczeniu,False
161,Jestem całkowicie zadowolony i entuzjastycznie nastawiony do produktu. Duże opakowanie trwa bardzo długo i optymalnie czyści pranie. Dotyczy wszystkich kategorii. Lg,False
162,Po prostu kocham Ariel za białe ubrania. Używam go przez całe życie.,False
163,Jest niezwykle produktywny i kojący w zapachu. Jestem nim zachwycony i mogę go tylko polecić. Lg,False
164,"Po przejściu z innych detergentów zdałem sobie sprawę, czym jest dobre pranie.",False
165,"Używam go od lat i uwielbiam go! Zrobiłem również mniejsze testy z innymi proszkami do prania, ale jak dotąd żaden nie zbliżył się do wydajności czyszczenia!!!",False
166,"Dostarcza to, co obiecuje. Nawet w niskich temperaturach naprawdę świetny wynik, a kolory są bardzo dobrze zachowane",False
167,"Od kilku lat używam detergentu w proszku Ariel. Wcześniej próbowałem wielu detergentów przez długi czas, ale z niektórymi lub wydajnością prania, z innymi znowu zapach, który nigdy nie był optymalny ... Dopóki nie znalazłem Ariel",False
168,"Zapach bardzo dobry, miękkość prania bardzo dobra. Podsumowując, bardzo dobry produkt.",False
169,"Zawsze jestem przekonany do detergentu Ariel. Najlepiej się czyści, ładnie pachnie, a pranie staje się przyjemne i miękkie. Kupuję go raz za razem.",False
170,Bardzo dobryAriel jest najlepszy do czystej uprawy Najlepsze rośnie,False
171,"Jestem bardzo zadowolony, bardzo bym go polecił.",False
172,"Bardzo lubię go używać, pachnie bardzo przyjemnie po praniu!",False
173,"Bardzo zadowolony, myję się nim od dłuższego czasu i jestem zachwycony. Pranie pachnie dobrze i jest zawsze dobrze wyczyszczone.",False
174,Najlepszy produkt.bardzo świetny.Mam ariel od 10 lat.,False
175,"W Ariel stosunek ceny do wydajności jest odpowiedni. Pranie będzie czyste i będzie miało przyjemny, nieinwazyjny zapach.",False
176,"Ogólnie rzecz biorąc, świetny detergent. Z super dobrym zapachem. Wydajność czyszczenia mogłaby być nieco lepsza",False
177,Używam Ariel od 4 lat i jestem bardzo zadowolony.,False
178,Od lat detergent mojego wyboru.,False
179,Doskonała kwasowość w niskiej temperaturzeusuwa plamy i zachowuje kolory...,False
180,"Po prostu świetnie. Myję się nim od lat. Wyeliminowano nawet najgorszy smak, zawsze pozbywałem się wszelkich plam aż do teraz.",False
181,"Jestem bardzo zadowolony, utrzymuje nasze pranie kupuje go regularnie,",False
182,"Raz Ariel, zawsze Ariel. Próbowałem kilku detergentów, ale nic nie zbliża się do Ariel",False
183,"Użyłam czegoś innego do prania ubrań, ale od kiedy używam Ariel, moje ubrania wyglądają znacznie lepiej.",False
184,Używam Ariel na białych bluzkach mojej partnerki i jestem zachwycona. Nawet po miesiącach nie ma silnej szarej mgiełki... Bez zastrzeżeń polecam...,False
185,"Ariel, to wszystko mówi, że to po prostu świetne, dziękuję",False
186,"Tak więc zapach Ariel jest zły, dla mojego nosa jest to nieprzyjemny smród, który jest nie tylko wyczuwalny podczas suszenia prania w całym domu, ale także z suchej koszuli na ciele ten nieprzyjemny smród emanuje. Już nie kupuję !!",False
187,Najlepszy używam ariel od 10 lat i jestem bardzo zadowolony,False
188,"Wszystkie Pima, artykuły, dostawa i serwis",False
189,"Świetny detergent, zachowuje kolor, czystość prania super i zapach wszystko jest świetne. Również stosunek jakości do ceny jest idealny. Dziękuję Arie.",False
190,"Dobry, wypróbowany i przetestowany produkt, zawsze niezawodny i łatwy do czyszczenia",False
191,"Uwielbiam Ariel, używam go od ponad 10 lat i bardzo go polecam.",False
192,"Uwielbiam Ariel, używam go od ponad 10 lat i bardzo go polecam.",False
193,"Używam Ariel od dłuższego czasu. Jestem bardzo zadowolony. Nadal jestem sceptycznie nastawiony do strąków. Byłoby coś do przetestowania, aby mieć porównanie",False
194,"Myję się z Ariel od 40 lat, wychowałem z nim 3 dzieci i zawsze byłem zadowolony z rezultatu do tej pory. Teraz mam ze sobą moją małą wnuczkę i myję płynnym detergentem od Ariel i też jestem zadowolony.",False
195,"Biorę to całkiem chętnie, pranie jest świeże i czyste, a kolor nie blaknie",False
196,Ariel to świetna firma produkująca detergentyA pranie jest naprawdę czyste. Zapach z pranego prania jest również świetny. Proszek utrzymuje się przez długi czas bez twardnienia.,False
197,"Wynik prania jest zawsze przekonujący. Nawet w niskich temperaturach iw programie ekspresowym pranie będzie czyste, pachnie przyjemnie świeżo, a kolory będą świecić.",False
198,"Wynik prania jest zawsze przekonujący. Nawet w niskich temperaturach iw programie ekspresowym pranie będzie czyste, pachnie przyjemnie świeżo, a kolory będą świecić.",False
199,"Wynik prania jest zawsze przekonujący. Nawet w niskich temperaturach iw programie ekspresowym pranie będzie czyste, pachnie przyjemnie świeżo, a kolory będą świecić.",False
200,"Jestem użytkownikiem proszku do prania Ariel od lat i jestem bardzo zadowolony. Uważam, że forma proszku zmywa czystszy niż płynny detergent. Ważne dla mnie jest to, że moje pranie jest czyste i pachnie świeżo",False
201,Jestem dobry! I tak w kółko! Oczywiście świetny produkt,False
202,"Super detergenty dla bliźniaków są często prane, pranie wychodzi jak nowe.",False
203,"Bardzo dobrze, używam go od 3 lat i nie mogę się bez niego obejść",False
204,"Myślę, że detergent w proszku Ariel jest bardzo dobry. Niestety, nie usuwa tylko uporczywych plam w niskich temperaturach, a przy białych ubraniach zawsze używam wytrzymałego detergentu, ponieważ tam wydobywa się szara mgiełka.",False
205,"Naprawdę dobry produkt, produkt sprawia, że pranie jest naprawdę dobre, czyste, dobre urozmaicenia,",False
206,"Efekt mycia, jak zawsze, doskonały, wspaniały zapach",False
207,Chciałbym kupić i polecić to innym,False
208,"Doskonały detergent usuwa wszystkie plamy z odzieży dziecięcej (błoto 60 °, plamy z murawy piłkarskiej ...) Mogę tylko polecić! Matka 3 dzikich chłopców",False
209,Super wydajność prania nawet przy 30 stopniach. Przyjemny zapach. Mogę tylko polecić Ariel Color.,False
210,"Nie ma nic lepszego, gdy masz dzieci i psy. Po prostu wyczyść wszystko. Mogę tylko polecić",False
211,"pierze czysto, plamy wychodzą, pachną przyjemnie świeżo, ale nie nachalnie",False
212,"Znacznie lepiej niż płynny detergent, nawet jeśli płyn pachnie lepiej.",False
213,"Bardzo czysty, jest po prostu idealnyKażdy powinien spróbować",False
214,"Po prostu fantastyczny środek czyszczący. Sprawia, że wszystko jest czyste, a kolor pozostaje.",False
215,"Myję się z Arielką od lat i jestem bardzo zadowolona, moja babcia również myła się z Ariel",False
216,"Bardzo dobre czyszczenie.wszystkie kolory nadal zachowane, nie widać żadnych pozostałości.",False
217,"To najlepszy detergent, zawsze go używałem. Nawet bez wysiłku usuwa plamy z trawy. Przyjemny, lekki, świeży zapach jest również po prostu nie do pobicia.",False
218,"Ariel usuwa również plamy ze szpinaku świetnie !!! Świetny produkt nadaje się również do ubrań babay, a kolory nie gubią się",False
219,"Jestem bardzo zadowolony z produktu, pranie było bardzo dobre, czyste i świeże",False
220,"To ma wszystko, czego potrzebujesz do prania jest doskonałe i kupuję to od bardzo dawna, a pranie staje się czyste zapachy U",False
221,"Przetestowałem ten produkt w butelce i od tego czasu jestem lojalnym użytkownikiem. To jest po prostu niesamowite, wszystko czyste, bez względu na temperaturę. To było prawie 2 lata temu i nadal jestem podekscytowany.",False
222,Jestem bardziej niż zachwycony Ariel Pods. Czystość i usuwanie plam są nieporównywalne.  Zapach powinien być nieco bardziej intensywny. W każdym razie czuję się bardzo komfortowo w kawałkach umytych Ariel Pods.,False
223,"Myślę, że jest bardzo dobrze, we wszystkich pralka pozostaje czysta, a ja mam kemping i tam zawsze potrzebujesz czystego prania, a markę znam z dzieciństwa",False
224,"Kupiłem proszek do prania Ariel, aby sprawdzić, czy robi to, co jest napisane na puszce, i mogę powiedzieć z entuzjazmem, tak, zdecydowanie tak! Pranie pachnie dobrze, plamy są na zewnątrz (ale nie ma starych plam)! Mogę tylko polecić",False
225,"Absolutnie świeży zapach, który rozprzestrzenia się całkowicie na praniu i nadal pachnie w szafie. Efekt prania jest świetny! Wszystko czyste i czyste. Nawet w niskiej temperaturze i bardzo dobrej odzieży.W sumie po prostu idealnie!!!",False
226,"Wszystko super. Myślę, że mógłby po prostu pachnieć trochę bardziej intensywnie.",False
227,"pachnie przyjemnie świeżo, a kolory połyskują zawsze najlepiej ariel",False
